textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
c58b2ba46e,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neutral,morning,0-20,Vanuatu,307145,1.22E+04,25
e350274c1a,The World is just amazing!,The World is just amazing!,positive,noon,21-30,Venezuela,28435940,882050,32
66521b4652,i have no idea what im doing and i am completely lost.,i am completely lost.,negative,night,31-45,Vietnam,97338579,310070,314
d116927538,@ gadgetopia need to DM you but you`re not following me.   Will send email.,@ gadgetopia need to DM you but you`re not following me.   Will send email.,neutral,morning,46-60,Yemen,29825964,527970,56
5dbe4cae20, awww hes too cute!!wish i could`ve gone,cute!,positive,noon,60-70,Zambia,18383955,743390,25
c2ada5b889,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,neutral,night,70-100,Zimbabwe,14862924,386850,38
8d9f0090b0, I think that may look a little silly -.- Also my camera is broken so no photo,silly,negative,morning,0-20,Afghanistan,38928346,652860,60
355a1e84e2,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive,noon,21-30,Albania,2877797,27400,105
da2bf1eb03,this day has beasted me.,beasted,negative,night,31-45,Algeria,43851044,2381740,18
e9d903f9aa, I`ll be listening!,I`ll be listening!,neutral,morning,46-60,Andorra,77265,470,164
28f67f674e, oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral,noon,60-70,Angola,32866272,1246700,26
aba25eb3f5,sitting at home doing nothing. gonna be like this all weekend,sitting at home doing nothing. gonna be like this all weekend,neutral,night,70-100,Antigua and Barbuda,97929,440,223
a30612b7f6,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,UNSALVAGEABLE,negative,morning,0-20,Argentina,45195774,2736690,17
13a9406926, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit thoug,neutral,noon,21-30,Armenia,2963243,28470,104
5b2b140151,I think i should go to sleep considering i hav to b up on 3hrs....,I think i should go to sleep considering i hav to b up on 3hrs....,neutral,night,31-45,Australia,25499884,7682300,3
923f7ee786,  If I told you how often I wash my hair you would never speak to me again,If I told you how often I wash my hair you would never speak to me again,neutral,morning,46-60,Austria,9006398,8.24E+04,109
fac4f75f45,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,ended up inventing my own.,negative,noon,60-70,Azerbaijan,10139177,82658,123
28f000e641, seems to have disappeared out of my life,seems to have disappeared out of my life,negative,night,70-100,Bahamas,393244,10010,39
152bedb5a6,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...","HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",positive,morning,0-20,Bahrain,1701575,760,2239
b2afb1cf57, ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,neutral,noon,21-30,Bangladesh,164689383,130170,1265
6d57e5fcb0,_KittyKat hello new follower  haha!! how are ya?,haha!,positive,night,31-45,Barbados,287375,430,668
27f1fa3214, haha best thing about office birthdays hey,best,positive,morning,46-60,Belarus,9449323,202910,47
233b90417d,"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then","****,",negative,noon,60-70,Belgium,11589623,30280,383
0d32a589d2,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,aww,negative,night,70-100,Belize,397628,22810,17
0aa7e2d375,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,nothing fair,negative,morning,0-20,Benin,12123200,112760,108
1d8c801864,I am going to see how long I can do this for.,I am going to see how long I can do this for.,neutral,noon,21-30,Bhutan,771608,3.81E+04,20
4d8c11c5cd,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!","You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",positive,night,31-45,Bolivia,11673021,1083300,11
6bff31375d,PRD take a long time to review!,PRD take a long time to review!,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
9e275c23b0,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....","well,",positive,noon,60-70,Botswana,2351627,566730,4
8074eded04,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,i`m going to fail this final.,negative,night,70-100,Brazil,212559417,8358140,25
ea4429b35a,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",", Thx",positive,morning,0-20,Brunei,437479,5270,83
70eb969d45, how sad! are you saying that I`m fat?  *tears*,how sad! are you saying that I`m fat?  *tears*,negative,noon,21-30,Bulgaria,6948445,108560,64
5c6d1a22c4, why thank you. I might just take you up on your offer,why thank you. I might just take you up on your offer,neutral,night,31-45,Burkina Faso,20903273,273600,76
2003e360f8,I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,can`t find it anywhere!,negative,morning,46-60,Burundi,11890784,25680,463
198c97b57a,Finally get to lay down for a bit i have a major headache,i have a major headache,negative,noon,60-70,C�te d'Ivoire,26378274,318000,83
31fa81e0ae,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",ch fu,positive,night,70-100,Cabo Verde,555987,4.03E+03,138
68d82a25f9, Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,neutral,morning,0-20,Cambodia,16718965,176520,95
38b91a3688,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby","Stupid me,",negative,noon,21-30,Cameroon,26545863,472710,56
c380578d03, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,very relaxing,positive,night,31-45,Canada,37742154,9093510,4
22e968402f, yessir that is 100% right,yessir that is 100% right,positive,morning,46-60,Central African Republic,4829767,622980,8
469ce3aeee, Night!,Night!,neutral,noon,60-70,Chad,16425864,1259200,13
34af663e50,Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,GREAT,positive,night,70-100,Chile,19116201,743532,26
7f9b45945a,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,sad.,negative,morning,0-20,China,1439323776,9388211,153
ab75ab645f,Too warm!!!,Too warm!!!,neutral,noon,21-30,Colombia,50882891,1109500,46
10602528ed,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,neutral,night,31-45,Comoros,869601,1861,467
f5f26ea04a,  well hit me and we can see...it depends then,well hit me and we can see...it depends then,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
f00bd4ea4e, aww thanx andy,thanx,positive,noon,60-70,Costa Rica,5094118,51060,100
24cb365662,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,very cute,positive,night,70-100,Croatia,4105267,55960,73
de2af3c3a5,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,good,positive,morning,0-20,Cuba,11326616,106440,106
7820f628a4,shower time!!!!!,shower time!!!!!,neutral,noon,21-30,Cyprus,1207359,9240,131
b1dea509d6, COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,positive,night,31-45,Czechia (Czech Republic),10708981,77240,139
981713769d,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j","Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
520eec948e, i cant call  im at work,i cant call  im at work,neutral,noon,60-70,Denmark,5792202,42430,137
29e8b6bb7f,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,expensive.,negative,night,70-100,Djibouti,988000,23180,43
252e56c4d1,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,So tired &,negative,morning,0-20,Dominica,71986,750,96
3dd678750f,The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,Happy,positive,noon,21-30,Dominican Republic,10847910,4.83E+04,225
dd2a3bd5b8, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,neutral,night,31-45,Ecuador,17643054,248360,71
33fd898450,GOODNIGHT MAGIC AND PRETTY WORLD,GOODNIGHT,positive,morning,46-60,Egypt,102334404,995450,103
3fe5d830f7,doesnt have a hangover  and is getting ready for a good ol` english fry up,doesnt have a hangover  and is getting ready for a good ol` english fry up,neutral,noon,60-70,El Salvador,6486205,20720,313
fa0813c599,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,neutral,night,70-100,Equatorial Guinea,1402985,28050,50
7a4a289831,Working now,Working now,neutral,morning,0-20,Eritrea,3546421,101000,35
28f9a33b14,Just at Starbucks with Farrah!,Just at Starbucks with Farrah!,neutral,noon,21-30,Estonia,1326535,42390,31
2991e56ed4,@ ginniejean there`s a lot of mojo all over the place...  yes.,@ ginniejean there`s a lot of mojo all over the place...  yes.,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
b75505e7a6,third date went well....moving on to fourth!!!!!!,third date went well....moving on to fourth!!!!!!,neutral,morning,46-60,Ethiopia,114963588,1000000,115
01427ed7f0,Mad tired. But it`s the hols! I miss chomp chomp terribly!,Mad tired. But it`s the hols! I miss chomp chomp terribly!,negative,noon,60-70,Fiji,896445,18270,49
0526a41f4b,is finally starting her assignments,is finally starting her assignments,neutral,night,70-100,Finland,5540720,3.04E+05,18
518ae43e25,Good morning  ready to start this week.,Good,positive,morning,0-20,France,65273511,547557,119
81adf60881," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",good,positive,noon,21-30,Gabon,2225734,257670,9
2d94c993c9,So glad I`m finally done with finals!,glad,positive,night,31-45,Gambia,2416668,10120,239
90469c762f,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,Missing,negative,morning,46-60,Georgia,3989167,69490,57
647e680fec,It just had to rain on me almost a perfect day now my clothes are wet,It just had to rain on me,negative,noon,60-70,Germany,83783942,348560,240
9db3cb33a2,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,neutral,night,70-100,Ghana,31072940,227540,137
020a2d26ec, I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,I miss u guys too  I prob won`t b bk til august sumtime,positive,morning,0-20,Greece,10423054,128900,81
e3d78da8b9," Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..","Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",neutral,noon,21-30,Grenada,112523,340,331
c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral,night,31-45,Guatemala,17915568,107160,167
0397995d17,trying to figure it out,trying to figure it out,neutral,morning,46-60,Guinea,13132795,2.46E+05,53
49f811f90c, _bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70
aaf0bbf7c8,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,neutral,night,70-100,Guyana,786552,196850,4
43b0426667," lol, i`ve done that one b4  i`m a victim 2 that! lol",i`m a victim,negative,morning,0-20,Haiti,11402528,27560,414
e9785cbd8c,i would slip and fall... on the dirty school bathroom floor. fml.,i would slip and fall..,negative,noon,21-30,Holy See,801,0,2003
2617b9c9e3,Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,looking forward to it,positive,night,31-45,Honduras,9904607,111890,89
69db8f3c7e,well paisley has one of those cone things around her head...SO funny but I feel bad for her,well paisley has one of those cone things around her head...SO funny but I feel bad for her,neutral,morning,46-60,Hungary,9660351,90530,107
3bfc997081, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,a stop,negative,noon,60-70,Iceland,341243,100250,3
317715cbc5,can`t wait to november for Jobros concert ! In examination,can`t wait to november for Jobros concert !,positive,night,70-100,India,1380004385,2973190,464
494b8aafd8, been there done that. It always ended up with me selling the machine and going back to my mac,been there done that. It always ended up with me selling the machine and going back to my mac,neutral,morning,0-20,Indonesia,273523615,1811570,151
a7850c4612,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",but I feel sorry for Marcus though.,negative,noon,21-30,Iran,83992949,1.63E+06,52
c0360fd4e9,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,neutral,night,31-45,Iraq,40222493,434320,93
35210988be,http://twitpic.com/4jken - fire and urban at rock challenge,http://twitpic.com/4jken - fire and urban at rock challenge,neutral,morning,46-60,Ireland,4937786,68890,72
f11843720f,I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,can`t believe,negative,noon,60-70,Israel,8655535,21640,400
19d585c61b,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",sorry ba,negative,night,70-100,Italy,60461826,294140,206
f70614e8a5, well now i do,well now i do,neutral,morning,0-20,Jamaica,2961167,10830,273
6015ac6085,  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD!,neutral,noon,21-30,Japan,126476461,364555,347
77338f26c5,i jus love doin night shifts...will be done in an hour,i jus love doin night shifts...,positive,night,31-45,Jordan,10203134,88780,115
4441b5b0dc,"Morning tweeple,way to early again","Morning tweeple,way to early again",neutral,morning,46-60,Kazakhstan,18776707,2699700,7
ce5dd24a33,I have to reupload the **** thing again,reupload the **** thing again,negative,noon,60-70,Kenya,53771296,569140,94
a8b5846c0e," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",your updates are really amusing.,positive,night,70-100,Kiribati,119449,8.10E+02,147
dba3019318,Loves the fact that there`s only 5 days of school left,Loves the fact,positive,morning,0-20,Kuwait,4270571,17820,240
f2737e9c15, Oh no!! I hope it`s not bad,s not bad,positive,noon,21-30,Kyrgyzstan,6524195,191800,34
f62706f76e, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,awesome.,positive,night,31-45,Laos,7275560,230800,32
2554631fd6,"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",rough,negative,morning,46-60,Latvia,1886198,62200,30
5d94b30c0f," Aww, congrats to the family. ;) Send me piccies in the email!","Aww, congrats to the family.",positive,noon,60-70,Lebanon,6825445,10230,667
c35f392086,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",YAY!,positive,night,70-100,Lesotho,2142249,30360,71
83cdbdeada,  i can`t.,i can`t.,neutral,morning,0-20,Liberia,5057681,96320,53
6e76e15092,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.","strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",neutral,noon,21-30,Libya,6871292,1759540,4
11a05040a9, you okay bby?,you okay bby?,neutral,night,31-45,Liechtenstein,38128,160,238
edd0fa3494,okay okay sleep for realz now! Goodnight!  ::waves to followers::,Goodnight!,positive,morning,46-60,Lithuania,2722289,6.27E+04,43
80c985a159,"Omg, my mom just called... Im too late... Hes gone",Im too late... Hes gone,negative,noon,60-70,Luxembourg,625978,2590,242
ad2e9f53be,Just lost my internet signal  how will life go on,lost my internet signal,negative,night,70-100,Madagascar,27691018,581795,48
a2e0a7c278, sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,sorry,negative,morning,0-20,Malawi,19129952,94280,203
d153e50085,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times","Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",positive,noon,21-30,Malaysia,32365999,328550,99
ff5950afbb,i just bit my tongue.  blood everywhere!!!,blood everywhere!!!,negative,night,31-45,Maldives,540544,300,1802
6632d58c82,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,neutral,morning,46-60,Mali,20250833,1220190,17
1f82ec212e,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,neutral,noon,60-70,Malta,441543,320,1380
1c32289f9a, very very cute  and fun to watch.,very very cute,positive,night,70-100,Marshall Islands,59190,180,329
5250e01ce0,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,neutral,morning,0-20,Mauritania,4649658,1030700,5
b6c236ef0d,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",Great,positive,noon,21-30,Mauritius,1271768,2.03E+03,626
2a8f304f11, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,hurt my arm.,negative,night,31-45,Mexico,128932753,1943950,66
584ed4d88e,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,****,negative,morning,46-60,Micronesia,115023,700,164
f4e66c4f1a,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",tiiiiiiired! Going to bed!,negative,noon,60-70,Moldova,4033963,32850,123
520d782e5e," Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!","Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!",neutral,night,70-100,Monaco,39242,1,26337
60c870e68e," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",I hope,positive,morning,0-20,Mongolia,3278290,1553560,2
5d97a78333,; keeps getting such delayed responses. why is my internet so messed up?!,keeps getting such delayed responses. why is my internet so messed up?!,negative,noon,21-30,Montenegro,628066,13450,47
7f4fd40fcf,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,neutral,night,31-45,Morocco,36910560,446300,83
92b005cd96," I know, that is so sad.  I",sad.,negative,morning,46-60,Mozambique,31255435,786380,40
5c09d44365,Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin,Good,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
c53e7f7415, I could get away with it. dare me? I`ll go buy it tomorrow,I could get away with it. dare me? I`ll go buy it tomorrow,neutral,night,70-100,Namibia,2540905,8.23E+05,3
1f40da44dc, Thanks man.  That sorted it. I only ever remember 222.222,Thanks man.  That sorted it,positive,morning,0-20,Nauru,10824,20,541
0a2bce3efa,_Craig_G Hope your enjoying the money..it`s looking real good to me right now,enjoying,positive,noon,21-30,Nepal,29136808,143350,203
bddc27eafe,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",favourite,positive,night,31-45,Netherlands,17134872,33720,508
d19ddcc745,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well","Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral,morning,46-60,New Zealand,4822233,263310,18
0f5a1691df,"and thanks,  , fr. yr congratulatory gweetin`",congratulatory,positive,noon,60-70,Nicaragua,6624554,120340,55
6fb42d0a8e," Every time I have Friday off. Sadly, that`s not too often","Sadly, that`s not too often",negative,night,70-100,Niger,24206644,1266700,19
caf284161d,Star trek was good times.,good times.,positive,morning,0-20,Nigeria,206139589,910770,226
f541987e81,The sun is not cool,The sun is not cool,negative,noon,21-30,North Korea,25778816,120410,214
f26ab1a9d4,...  that was meeeaaannn. people make mistakes ok?! lol,...  that was meeeaaannn.,negative,night,31-45,North Macedonia,2083374,25220,83
3c3ff93959,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,Invisible car helps to boost recycling. Honest,positive,morning,46-60,Norway,5421241,3.65E+05,15
1841a654de,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs","Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",neutral,noon,60-70,Oman,5106626,309500,16
dc36435d5a,"HA. Totally posting an update at 2am.Its lightning outside, pretty.",pretty.,positive,night,70-100,Pakistan,220892340,770880,287
249bd1fcea, Do a tour in the Philippines sometime.  A lot of fans here would really love that!,d really love that!,positive,morning,0-20,Palau,18094,460,39
6585732a49,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,so sadly,negative,noon,21-30,Palestine State,5101414,6020,847
66f8fa737a, ...you are kickable.,...you are kickable.,neutral,night,31-45,Panama,4314767,74340,58
6970c09cfc,"_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there","I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there",neutral,morning,46-60,Papua New Guinea,8947024,452860,20
c16a52d2a7, nice clutch,nice,positive,noon,60-70,Paraguay,7132538,397300,18
a342cf829b,Happy Mother`s Day to all the mommies,Happy,positive,night,70-100,Peru,32971854,1280000,26
e4a1945972,Just finished watching 'Marley and Me',Just finished watching 'Marley and Me',neutral,morning,0-20,Philippines,109581078,298170,368
6268a5fa23,Enjoying Mother`s Day,Enjoying,positive,noon,21-30,Poland,37846611,3.06E+05,124
0c667d555e," Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.","Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",neutral,night,31-45,Portugal,10196709,91590,111
a6340877e3,Roll on Thursday,Roll on Thursday,neutral,morning,46-60,Qatar,2881053,11610,248
4b7059f018,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.","Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.",neutral,noon,60-70,Romania,19237691,230170,84
f1e747751a,cavs got lucky 2night  lol but lebron took over and killed em another triple double,cavs got lucky 2night  lol but lebron took over and killed em another triple double,neutral,night,70-100,Russia,145934462,16376870,9
f4317a30ae,Wishing all the mommies out there a very happy day!!!,happy,positive,morning,0-20,Rwanda,12952218,24670,525
bd5e56bd6d,"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",my bad,negative,noon,21-30,Saint Kitts and Nevis,53199,260,205
c2213ecb79,"_ Oh god, yeah! I forgot about that",forgot,negative,night,31-45,Saint Lucia,183627,610,301
3521fb0d31,  as long as you have someone to make out with    lol,as long as you have someone to make out with,neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
52f70c2da6, ahaha its stuck in my head; thanxx,thanxx,positive,noon,60-70,Samoa,198414,2830,70
f8c1ff9b6e," You arent following me, so i cant send you a DM..","You arent following me, so i cant send you a DM..",neutral,night,70-100,San Marino,33931,6.00E+01,566
f5e3ae4806,I`m poorly and can`t sleep,poorly,negative,morning,0-20,Sao Tome and Principe,219159,960,228
568ad4a905,Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),Happy St,positive,noon,21-30,Saudi Arabia,34813871,2149690,16
1e81e55e38, I picked up a taco over lunch... you got a guitar.,I picked up a taco over lunch... you got a guitar.,neutral,night,31-45,Senegal,16743927,192530,87
753d7f4ac2,Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,I won`t have a chance later.,negative,morning,46-60,Serbia,8737371,87460,100
fbc44d0924,'Up' is all sold out!!,'Up' is all sold out!!,neutral,noon,60-70,Seychelles,98347,460,214
a8d9ff4fc3,I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,hope,positive,night,70-100,Sierra Leone,7976983,72180,111
ec38c9863d,_gd whoaa kinda hard :O that one that you think will be interesting enough to tell,whoaa kinda hard :O that one that you think will be interesting enough to tell,neutral,morning,0-20,Singapore,5850342,700,8358
ab75d13082, http://twitpic.com/4qpzx - i love you guys  you`re the best,s  you`re the best,positive,noon,21-30,Slovakia,5459642,48088,114
c502223f1e,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,neutral,night,31-45,Slovenia,2078938,20140,103
b87178f4d3, SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,SHUT YOUR FACE!,negative,morning,46-60,Solomon Islands,686884,2.80E+04,25
5c3f0ab2aa," or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!","or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!",neutral,noon,60-70,Somalia,15893222,627340,25
e0635b5bbe,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,neutral,night,70-100,South Africa,59308690,1213090,49
f0e3079931,"_babe woo! im getting mine on monday,cant wait  x",cant wait,positive,morning,0-20,South Korea,51269185,97230,527
85c86e7975, awww she`s laavly ;) I had to come in  but I`ve got a stunning wee tan (l) ;) yourself?,laavly,positive,noon,21-30,South Sudan,11193725,610952,18
e027da0b8d, yes please  and if you`re gone i might actually get some work done lol,yes please  and if you`re gone i might actually get some work done lol,neutral,night,31-45,Spain,46754778,498800,94
992f2b16fb,"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",I`m really getting sick ugh,negative,morning,46-60,Sri Lanka,21413249,62710,341
c97b52ace6," I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",stalkerishly,negative,noon,60-70,Sudan,43849260,1765048,25
48d8087f95,???-?? ? youtube ? ????,???-?? ? youtube ? ????,neutral,night,70-100,Suriname,586632,156000,4
48037ebde3,calling mum too ask if she can by ice-cream,calling mum too ask if she can by ice-cream,neutral,morning,0-20,Sweden,10099265,410340,25
dffeaa7330,"_ having a very lazy day, playing xbox and drinking tea","_ having a very lazy day, playing xbox and drinking tea",neutral,noon,21-30,Switzerland,8654622,3.95E+04,219
55f2673e6b, Well thatï¿½s disappointing to hear.,s disappointing,negative,night,31-45,Syria,17500658,183630,95
4ab133ebad, well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,hopefully,positive,morning,46-60,Tajikistan,9537645,139960,68
